,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,Price
971,4fUok5d5vgdQEb1Bzzg0rA,Olive Garden Italian Restaurant,1315 W Esplanade Ave,Kenner,LA,70065,30.0200051249,-90.2493493809,3.5,115,1,"{'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'False', 'Caters': 'True', 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}"", 'HasTV': 'True', 'WiFi': ""'free'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'HappyHour': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': True}"", 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'RestaurantsReservations': 'False'}","Restaurants, Italian, Soup, Bars, Salad, Nightlife, Wine Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",2
1035,qWZimITbVwNSGJZsuM47-Q,Pho Orchid Uptown,2135 St Charles Ave,New Orleans,LA,70130,29.9345207214,-90.0806121826,3.5,81,0,"{'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'True', 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'HappyHour': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True'}","Nightlife, Bars, Vietnamese, Restaurants, French","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-20:0'}",2
1046,micimc15zJloGJaktAHBsQ,Nacho Mama's Mexican Grill,6325 Elysian Fields,New Orleans,LA,70122,30.0237817,-90.0608272,2.5,14,0,"{'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'loud'""}","Mexican, Restaurants",,2
1066,XQnb4KnTqO-QdvEFYpcwAA,Domino's Pizza,1092 Westbank Expressway,Westwego,LA,70094,29.8968561,-90.1409146,2.5,11,1,"{'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Chicken Wings, Pizza, Sandwiches","{'Monday': '10:30-0:0', 'Tuesday': '10:30-0:0', 'Wednesday': '10:30-0:0', 'Thursday': '10:30-0:0', 'Friday': '10:30-1:0', 'Saturday': '10:30-1:0', 'Sunday': '10:30-0:0'}",1
1072,Y2NFeGtConx1qciSPKcRlA,Reginelli's Pizzeria - Closed,3244 Magazine St,New Orleans,LA,70115,29.9233127,-90.0875812,3.5,171,0,"{'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BYOBCorkage': ""'no'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'HappyHour': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Restaurants, Sandwiches, Italian, Pizza","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}",2
1183,5wgoIQXyP3BEPZLiVi1W8A,The Howlin' Wolf,907 S Peters St,New Orleans,LA,70130,29.9426876,-90.065991,3.5,213,1,"{'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'GoodForDancing': 'False', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': None, 'dinner': None, 'brunch': False, 'breakfast': False}""}","Arts & Entertainment, Restaurants, Bars, Music Venues, Pubs, Nightlife, American (Traditional)","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-2:0'}",2
1212,G9JqaURDTC_pSzji0bytwA,Port St Peter,727 St Peter St,New Orleans,LA,70116,29.958496,-90.0652404,3.5,83,0,"{'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'False', 'GoodForDancing': 'False', 'WheelchairAccessible': 'True', 'Alcohol': ""u'full_bar'"", 'HappyHour': 'True', 'GoodForKids': 'False', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'DriveThru': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Bars, Breakfast & Brunch, American (Traditional), Nightlife, Burgers, Restaurants, Cocktail Bars","{'Monday': '11:0-3:0', 'Tuesday': '11:0-3:0', 'Wednesday': '11:0-3:0', 'Thursday': '11:0-3:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-12:0'}",2
1236,KeigREOxJtmzmYRg__6FPg,Curry Corner,1200 S Carrollton Ave,New Orleans,LA,70118,29.9475543,-90.1297535,2.5,8,0,"{'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'True'}","Thai, Restaurants, Pakistani, Indian",,2
1238,aYJjJMN8heS2PmkvsQzaZg,Treme Coffeehouse,1501 St Philip St,New Orleans,LA,70116,29.9654586,-90.0695669,4.5,137,1,"{'RestaurantsPriceRange2': '1', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""'quiet'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BYOB': 'True', 'HappyHour': 'False', 'WheelchairAccessible': 'True', 'Corkage': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""'none'""}","Restaurants, Bagels, Coffee & Tea, Cafes, Food","{'Monday': '0:0-0:0', 'Tuesday': '6:0-17:0', 'Wednesday': '7:0-14:0', 'Thursday': '8:0-13:0', 'Friday': '7:0-14:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-14:0'}",1
1356,5l67axuAa5EmEV3lLuSa1Q,Smashburger,3300 Magazine St,New Orleans,LA,70115,29.9233129,-90.0877986,3.0,167,0,"{'RestaurantsReservations': 'False', 'HasTV': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""'no'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Burgers, Restaurants","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0'}",1
1386,UVpki6wyHLR0mujHcneTfg,My Brother’s Bar,6901 Jefferson Hwy,Harahan,LA,70123,29.9369806759,-90.1980554486,4.0,6,1,"{'BusinessParking': 'None', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""u'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'Smoking': ""u'outdoor'"", 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HappyHour': 'True'}","Restaurants, American (New), Bars, Nightlife","{'Monday': '23:0-2:0', 'Tuesday': '23:0-2:0', 'Wednesday': '23:0-2:0', 'Thursday': '23:0-2:0', 'Friday': '23:0-2:0', 'Saturday': '23:0-2:0', 'Sunday': '23:0-2:0'}",
1448,VOEN8f9WEysinBsLqbiVqg,Andrea's Restaurant,3100 19th St,Metairie,LA,70002,30.0073382,-90.1538509,2.5,218,1,"{'RestaurantsAttire': ""u'dressy'"", 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'True', 'HasTV': 'False', 'BikeParking': 'False', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '3', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Venues & Event Spaces, Italian, Event Planning & Services, Restaurants, Party & Event Planning, Seafood, Caterers","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",3
1527,niEm9LkcLOrvsDzjXD6WpQ,New Orleans Hamburger & Seafood Co.,2515 B Manhattan Blvd,Harvey,LA,70058,29.8768457,-90.0482728,3.5,113,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Caters': 'False', 'DriveThru': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True'}","Fish & Chips, Burgers, Seafood, Restaurants","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}",2
1534,ifofBiQeb6DI0-u0KEQybg,HAPPYJAXX,801 Magazine St,New Orleans,LA,70130,29.945239,-90.069555,4.0,24,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': True, 'upscale': None, 'classy': None, 'casual': None}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False'}","Salad, Restaurants, Breakfast & Brunch, Food","{'Monday': '8:30-21:45', 'Tuesday': '8:30-22:0', 'Wednesday': '8:30-22:0', 'Thursday': '8:30-22:0', 'Friday': '8:30-23:0', 'Saturday': '8:30-23:0', 'Sunday': '8:30-22:0'}",2
1567,UJE-f8gVEB2za5QPZd_wVw,Pizza Hut,317 W Esplanade Ave,Kenner,LA,70065,30.0226540534,-90.2691832749,2.0,16,1,"{'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'False', 'BikeParking': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Italian, Fast Food, Chicken Wings, Restaurants, Pizza","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",1
1571,AjEg3RzLzQwv4xPPzTc6wQ,Burger King,916 Veterans Memorial Blvd,Metairie,LA,70005,30.0010945472,-90.1325079767,1.5,23,1,"{'NoiseLevel': ""u'quiet'"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'False'}","Hot Dogs, Burgers, Restaurants, Fast Food","{'Monday': '5:30-1:0', 'Tuesday': '5:30-1:0', 'Wednesday': '5:30-1:0', 'Thursday': '5:30-1:0', 'Friday': '5:30-22:0', 'Saturday': '11:0-1:0', 'Sunday': '6:0-0:0'}",1
1675,WaRZsQEcEHwRk0T2dJ-cuA,La Casita,634 Julia St,New Orleans,LA,70130,29.9458122,-90.0712732,4.0,202,0,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'HappyHour': 'True'}","Mexican, Latin American, Gluten-Free, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-19:0'}",2
1854,mygIk3l_ShNNB-QbWlrRyg,Zydeco's,7010 Hwy 23,Belle Chasse,LA,70037,29.8777671,-90.0173044,3.5,161,1,"{'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForKids': 'True', 'Corkage': 'True', 'BYOB': 'False', 'HappyHour': 'False', 'DogsAllowed': 'False', 'Caters': 'False'}","Restaurants, Cajun/Creole, American (New), Seafood","{'Monday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",2
1965,CILklubZslDuVUMh2c55_A,Pizza Hut,2312 David Dr,Metairie,LA,70003,29.9973903816,-90.2184122801,2.5,17,1,"{'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'quiet'"", 'WiFi': ""'no'"", 'GoodForKids': 'True', 'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'HasTV': 'True'}","Pizza, Food Delivery Services, Food, Fast Food, Italian, Restaurants, Chicken Wings","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}",1
